pathway,nodes
"Glycine, serine and threonine metabolism",ALDH7A1
"Glycine, serine and threonine metabolism",SDS
"Glycine, serine and threonine metabolism",CTH
"Glycine, serine and threonine metabolism",DLD
"Glycine, serine and threonine metabolism",GRHPR
"Glycine, serine and threonine metabolism",AGXT2
"Glycine, serine and threonine metabolism",ALAS1
"Glycine, serine and threonine metabolism",PGAM1
"Glycine, serine and threonine metabolism",SARDH
"Glycine, serine and threonine metabolism",SHMT1
"Glycine, serine and threonine metabolism",GCAT
"Glycine, serine and threonine metabolism",AGXT
"Glycine, serine and threonine metabolism",PHGDH
"Glycine, serine and threonine metabolism",CBS
"Glycine, serine and threonine metabolism",PSPH
"Glycine, serine and threonine metabolism",GNMT
"Glycine, serine and threonine metabolism",GAMT
"Glycine, serine and threonine metabolism",SDSL
"Glycine, serine and threonine metabolism",PSAT1
Cysteine and methionine metabolism,AHCYL1
Cysteine and methionine metabolism,MRI1
Cysteine and methionine metabolism,TST
Cysteine and methionine metabolism,AHCYL2
Cysteine and methionine metabolism,BHMT
Cysteine and methionine metabolism,KYAT3
Cysteine and methionine metabolism,APIP
Cysteine and methionine metabolism,SRM
Cysteine and methionine metabolism,BCAT1
Cysteine and methionine metabolism,TAT
Cysteine and methionine metabolism,DNMT3B
Cysteine and methionine metabolism,AHCY
Cysteine and methionine metabolism,BCAT2
Cysteine and methionine metabolism,GOT1L1
Cysteine and methionine metabolism,SMS
Cysteine and methionine metabolism,MDH1
Cysteine and methionine metabolism,LOC102724560
Cysteine and methionine metabolism,BHMT2
Cysteine and methionine metabolism,KYAT1
Cysteine and methionine metabolism,MPST
Cysteine and methionine metabolism,ADI1
Cysteine and methionine metabolism,LDHB
Cysteine and methionine metabolism,LDHA
Cysteine and methionine metabolism,MAT2B
Cysteine and methionine metabolism,MTR
Cysteine and methionine metabolism,GCLC
Cysteine and methionine metabolism,CTH
Cysteine and methionine metabolism,GOT2
Cysteine and methionine metabolism,DNMT3A
Cysteine and methionine metabolism,GCLM
Cysteine and methionine metabolism,MDH2
Cysteine and methionine metabolism,AGXT2
Cysteine and methionine metabolism,LDHC
Cysteine and methionine metabolism,LDHAL6B
Cysteine and methionine metabolism,DNMT1
Cysteine and methionine metabolism,IL4I1
Cysteine and methionine metabolism,GOT1
Cysteine and methionine metabolism,MTAP
Cysteine and methionine metabolism,CDO1
Cysteine and methionine metabolism,LACC1
Cysteine and methionine metabolism,LDHAL6A
Cysteine and methionine metabolism,AMD1
Cysteine and methionine metabolism,PHGDH
Cysteine and methionine metabolism,CBS
Cysteine and methionine metabolism,ENOPH1
Cysteine and methionine metabolism,MAT2A
Cysteine and methionine metabolism,GSS
Cysteine and methionine metabolism,PSAT1
Cysteine and methionine metabolism,MAT1A
"Valine, leucine and isoleucine degradation",DBT
"Valine, leucine and isoleucine degradation",HMGCS1
"Valine, leucine and isoleucine degradation",ACAA2
"Valine, leucine and isoleucine degradation",ACSF3
"Valine, leucine and isoleucine degradation",HIBCH
"Valine, leucine and isoleucine degradation",IVD
"Valine, leucine and isoleucine degradation",BCKDHA
"Valine, leucine and isoleucine degradation",BCAT1
"Valine, leucine and isoleucine degradation",ACADSB
"Valine, leucine and isoleucine degradation",BCKDHB
"Valine, leucine and isoleucine degradation",ACADM
"Valine, leucine and isoleucine degradation",HIBADH
"Valine, leucine and isoleucine degradation",BCAT2
"Valine, leucine and isoleucine degradation",HADHA
"Valine, leucine and isoleucine degradation",ACAA1
"Valine, leucine and isoleucine degradation",ALDH6A1
"Valine, leucine and isoleucine degradation",EHHADH
"Valine, leucine and isoleucine degradation",HADH
"Valine, leucine and isoleucine degradation",ALDH7A1
"Valine, leucine and isoleucine degradation",HMGCS2
"Valine, leucine and isoleucine degradation",AUH
"Valine, leucine and isoleucine degradation",HSD17B10
"Valine, leucine and isoleucine degradation",HMGCL
"Valine, leucine and isoleucine degradation",ALDH9A1
"Valine, leucine and isoleucine degradation",ACADS
"Valine, leucine and isoleucine degradation",ECHS1
"Valine, leucine and isoleucine degradation",DLD
"Valine, leucine and isoleucine degradation",OXCT2
"Valine, leucine and isoleucine degradation",AACS
"Valine, leucine and isoleucine degradation",MCEE
"Valine, leucine and isoleucine degradation",MMUT
"Valine, leucine and isoleucine degradation",AGXT2
"Valine, leucine and isoleucine degradation",ACAD8
"Valine, leucine and isoleucine degradation",MCCC2
"Valine, leucine and isoleucine degradation",IL4I1
"Valine, leucine and isoleucine degradation",AOX1
"Valine, leucine and isoleucine degradation",ACAT2
"Valine, leucine and isoleucine degradation",ALDH1B1
"Valine, leucine and isoleucine degradation",HMGCLL1
"Valine, leucine and isoleucine degradation",OXCT1
"Valine, leucine and isoleucine degradation",ALDH2
"Valine, leucine and isoleucine degradation",ABAT
"Valine, leucine and isoleucine degradation",MCCC1
"Valine, leucine and isoleucine degradation",ACAT1
"Valine, leucine and isoleucine degradation",ALDH3A2
"Valine, leucine and isoleucine degradation",HADHB
"Valine, leucine and isoleucine degradation",PCCA
"Valine, leucine and isoleucine degradation",PCCB
Lysine degradation,SMYD2
Lysine degradation,KMT5C
Lysine degradation,NSD1
Lysine degradation,DOT1L
Lysine degradation,SMYD3
Lysine degradation,PRDM2
Lysine degradation,PHYKPL
Lysine degradation,SETD2
Lysine degradation,HYKK
Lysine degradation,NSD2
Lysine degradation,BBOX1
Lysine degradation,DLST
Lysine degradation,HADHA
Lysine degradation,KMT5B
Lysine degradation,MECOM
Lysine degradation,EHHADH
Lysine degradation,AADAT
Lysine degradation,EHMT1
Lysine degradation,KMT2D
Lysine degradation,PLOD3
Lysine degradation,SUV39H2
Lysine degradation,HADH
Lysine degradation,SETMAR
Lysine degradation,SETDB2
Lysine degradation,SETDB1
Lysine degradation,EZH2
Lysine degradation,NSD3
Lysine degradation,ALDH7A1
Lysine degradation,KMT2B
Lysine degradation,PLOD2
Lysine degradation,ASH1L
Lysine degradation,EZH1
Lysine degradation,ALDH9A1
Lysine degradation,SUV39H1
Lysine degradation,ECHS1
Lysine degradation,DLD
Lysine degradation,PRDM7
Lysine degradation,GCDH
Lysine degradation,PRDM9
Lysine degradation,SETD1B
Lysine degradation,DHTKD1
Lysine degradation,SMYD1
Lysine degradation,KMT2C
Lysine degradation,ACAT2
Lysine degradation,ALDH1B1
Lysine degradation,EHMT2
Lysine degradation,PLOD1
Lysine degradation,CAMKMT
Lysine degradation,KMT5A
Lysine degradation,ALDH2
Lysine degradation,SETD1A
Lysine degradation,ACAT1
Lysine degradation,ALDH3A2
Lysine degradation,AASS
Lysine degradation,KMT2A
Lysine degradation,PRDM6
Lysine degradation,KMT2E
Lysine degradation,SETD7
Lysine degradation,PRDM16
Arginine and proline metabolism,SAT1
Arginine and proline metabolism,NOS1
Arginine and proline metabolism,PYCR3
Arginine and proline metabolism,SRM
Arginine and proline metabolism,P4HA2
Arginine and proline metabolism,CKMT1A
Arginine and proline metabolism,CKMT2
Arginine and proline metabolism,ARG2
Arginine and proline metabolism,CNDP2
Arginine and proline metabolism,CARNS1
Arginine and proline metabolism,SAT2
Arginine and proline metabolism,GOT1L1
Arginine and proline metabolism,L3HYPDH
Arginine and proline metabolism,SMS
Arginine and proline metabolism,AGMAT
Arginine and proline metabolism,CKM
Arginine and proline metabolism,CKMT1B
Arginine and proline metabolism,NOS2
Arginine and proline metabolism,MAOA
Arginine and proline metabolism,NOS3
Arginine and proline metabolism,CNDP1
Arginine and proline metabolism,HOGA1
Arginine and proline metabolism,DAO
Arginine and proline metabolism,GATM
Arginine and proline metabolism,SMOX
Arginine and proline metabolism,ALDH7A1
Arginine and proline metabolism,ODC1
Arginine and proline metabolism,ALDH18A1
Arginine and proline metabolism,AOC1
Arginine and proline metabolism,ARG1
Arginine and proline metabolism,CKB
Arginine and proline metabolism,ALDH9A1
Arginine and proline metabolism,GOT2
Arginine and proline metabolism,P4HA3
Arginine and proline metabolism,MAOB
Arginine and proline metabolism,PYCR2
Arginine and proline metabolism,ALDH1B1
Arginine and proline metabolism,GOT1
Arginine and proline metabolism,LAP3
Arginine and proline metabolism,PYCR1
Arginine and proline metabolism,ALDH2
Arginine and proline metabolism,P4HA1
Arginine and proline metabolism,AMD1
Arginine and proline metabolism,ALDH3A2
Arginine and proline metabolism,PRODH2
Arginine and proline metabolism,ALDH4A1
Arginine and proline metabolism,AZIN2
Arginine and proline metabolism,LOC102724788
Arginine and proline metabolism,GAMT
Arginine and proline metabolism,PRODH
Arginine and proline metabolism,OAT
Histidine metabolism,HNMT
Histidine metabolism,AMDHD1
Histidine metabolism,UROC1
Histidine metabolism,CNDP2
Histidine metabolism,CARNS1
Histidine metabolism,ALDH3B1
Histidine metabolism,ALDH3B2
Histidine metabolism,CARNMT1
Histidine metabolism,MAOA
Histidine metabolism,CNDP1
Histidine metabolism,ALDH7A1
Histidine metabolism,ALDH3A1
Histidine metabolism,AOC1
Histidine metabolism,ALDH9A1
Histidine metabolism,MAOB
Histidine metabolism,FTCD
Histidine metabolism,ALDH1B1
Histidine metabolism,ALDH2
Histidine metabolism,HDC
Histidine metabolism,ALDH3A2
Histidine metabolism,HAL
Tyrosine metabolism,TPO
Tyrosine metabolism,COMT
Tyrosine metabolism,FAH
Tyrosine metabolism,TYR
Tyrosine metabolism,HGD
Tyrosine metabolism,ADH1B
Tyrosine metabolism,DBH
Tyrosine metabolism,TAT
Tyrosine metabolism,ALDH3B1
Tyrosine metabolism,GOT1L1
Tyrosine metabolism,ALDH3B2
Tyrosine metabolism,ADH1C
Tyrosine metabolism,AOC3
Tyrosine metabolism,MAOA
Tyrosine metabolism,HPD
Tyrosine metabolism,ADH1A
Tyrosine metabolism,LRTOMT
Tyrosine metabolism,ALDH3A1
Tyrosine metabolism,ADH7
Tyrosine metabolism,GOT2
Tyrosine metabolism,DDC
Tyrosine metabolism,MIF
Tyrosine metabolism,MAOB
Tyrosine metabolism,PNMT
Tyrosine metabolism,IL4I1
Tyrosine metabolism,GSTZ1
Tyrosine metabolism,GOT1
Tyrosine metabolism,FAHD1
Tyrosine metabolism,AOC2
Tyrosine metabolism,ADH4
Tyrosine metabolism,TYRP1
Tyrosine metabolism,ADH5
Tyrosine metabolism,ADH6
Tyrosine metabolism,TH
Tyrosine metabolism,DCT
Phenylalanine metabolism,GOT2
Phenylalanine metabolism,DDC
Phenylalanine metabolism,ALDH3B1
Phenylalanine metabolism,ALDH3B2
Phenylalanine metabolism,MIF
Phenylalanine metabolism,AOC3
Phenylalanine metabolism,MAOB
Phenylalanine metabolism,MAOA
Phenylalanine metabolism,AOC2
Phenylalanine metabolism,PAH
Phenylalanine metabolism,TAT
Phenylalanine metabolism,IL4I1
Phenylalanine metabolism,HPD
Phenylalanine metabolism,ALDH3A1
Phenylalanine metabolism,GOT1
Phenylalanine metabolism,GOT1L1
Tryptophan metabolism,TDO2
Tryptophan metabolism,KMO
Tryptophan metabolism,KYAT3
Tryptophan metabolism,CYP1B1
Tryptophan metabolism,IDO2
Tryptophan metabolism,DLST
Tryptophan metabolism,CYP1A1
Tryptophan metabolism,HADHA
Tryptophan metabolism,ACMSD
Tryptophan metabolism,EHHADH
Tryptophan metabolism,AADAT
Tryptophan metabolism,MAOA
Tryptophan metabolism,HADH
Tryptophan metabolism,KYAT1
Tryptophan metabolism,INMT
Tryptophan metabolism,IDO1
Tryptophan metabolism,ALDH7A1
Tryptophan metabolism,AOC1
Tryptophan metabolism,KYNU
Tryptophan metabolism,ALDH9A1
Tryptophan metabolism,AANAT
Tryptophan metabolism,DDC
Tryptophan metabolism,DLD
Tryptophan metabolism,ECHS1
Tryptophan metabolism,GCDH
Tryptophan metabolism,ALDH8A1
Tryptophan metabolism,MAOB
Tryptophan metabolism,DHTKD1
Tryptophan metabolism,CAT
Tryptophan metabolism,CYP1A2
Tryptophan metabolism,TPH2
Tryptophan metabolism,IL4I1
Tryptophan metabolism,AOX1
Tryptophan metabolism,ACAT2
Tryptophan metabolism,HAAO
Tryptophan metabolism,ALDH1B1
Tryptophan metabolism,ASMT
Tryptophan metabolism,ALDH2
Tryptophan metabolism,TPH1
Tryptophan metabolism,ACAT1
Tryptophan metabolism,ALDH3A2
Tryptophan metabolism,AFMID
"Phenylalanine, tyrosine and tryptophan biosynthesis",GOT2
"Phenylalanine, tyrosine and tryptophan biosynthesis",PAH
"Phenylalanine, tyrosine and tryptophan biosynthesis",TAT
"Phenylalanine, tyrosine and tryptophan biosynthesis",IL4I1
"Phenylalanine, tyrosine and tryptophan biosynthesis",GOT1
"Phenylalanine, tyrosine and tryptophan biosynthesis",GOT1L1
beta-Alanine metabolism,ACOX1
beta-Alanine metabolism,HIBCH
beta-Alanine metabolism,ACOX3
beta-Alanine metabolism,CNDP2
beta-Alanine metabolism,ALDH3B1
beta-Alanine metabolism,CARNS1
beta-Alanine metabolism,HADHA
beta-Alanine metabolism,ALDH6A1
beta-Alanine metabolism,ALDH3B2
beta-Alanine metabolism,AOC3
beta-Alanine metabolism,EHHADH
beta-Alanine metabolism,MLYCD
beta-Alanine metabolism,CNDP1
beta-Alanine metabolism,GADL1
beta-Alanine metabolism,SMOX
beta-Alanine metabolism,GAD2
beta-Alanine metabolism,ALDH7A1
beta-Alanine metabolism,DPYS
beta-Alanine metabolism,ALDH3A1
beta-Alanine metabolism,ALDH9A1
beta-Alanine metabolism,ACADS
beta-Alanine metabolism,ECHS1
beta-Alanine metabolism,GAD1
beta-Alanine metabolism,UPB1
beta-Alanine metabolism,CSAD
beta-Alanine metabolism,DPYD
beta-Alanine metabolism,ALDH1B1
beta-Alanine metabolism,ALDH2
beta-Alanine metabolism,ABAT
beta-Alanine metabolism,AOC2
beta-Alanine metabolism,ALDH3A2
Taurine and hypotaurine metabolism,FMO5
Taurine and hypotaurine metabolism,GAD1
Taurine and hypotaurine metabolism,CDO1
Taurine and hypotaurine metabolism,ADO
Taurine and hypotaurine metabolism,GGT1
Taurine and hypotaurine metabolism,CSAD
Taurine and hypotaurine metabolism,FMO2
Taurine and hypotaurine metabolism,GADL1
Taurine and hypotaurine metabolism,GAD2
Taurine and hypotaurine metabolism,FMO1
Taurine and hypotaurine metabolism,FMO3
Taurine and hypotaurine metabolism,BAAT
Taurine and hypotaurine metabolism,GGT6
Taurine and hypotaurine metabolism,GGT5
Taurine and hypotaurine metabolism,FMO4
Taurine and hypotaurine metabolism,GGT7
Phosphonate and phosphinate metabolism,CEPT1
Phosphonate and phosphinate metabolism,SELENOI
Phosphonate and phosphinate metabolism,PCYT2
Phosphonate and phosphinate metabolism,PCYT1B
Phosphonate and phosphinate metabolism,CHPT1
Phosphonate and phosphinate metabolism,PCYT1A
Selenocompound metabolism,PSTK
Selenocompound metabolism,MARS2
Selenocompound metabolism,SEPSECS
Selenocompound metabolism,SEPHS2
Selenocompound metabolism,MARS1
Selenocompound metabolism,KYAT3
Selenocompound metabolism,KYAT1
Selenocompound metabolism,TXNRD1
Selenocompound metabolism,SCLY
Selenocompound metabolism,TXNRD2
Selenocompound metabolism,SEPHS1
Selenocompound metabolism,TXNRD3
Selenocompound metabolism,MTR
Selenocompound metabolism,CTH
D-Amino acid metabolism,GLS
D-Amino acid metabolism,GLS2
D-Amino acid metabolism,DGLUCY
Glutathione metabolism,GPX6
Glutathione metabolism,IDH2
Glutathione metabolism,SRM
Glutathione metabolism,GSTA1
Glutathione metabolism,GPX5
Glutathione metabolism,NAT8B
Glutathione metabolism,GSTO2
Glutathione metabolism,GPX7
Glutathione metabolism,GSTM5
Glutathione metabolism,GSTM3
Glutathione metabolism,GSTM4
Glutathione metabolism,SMS
Glutathione metabolism,CHAC2
Glutathione metabolism,GSTA4
Glutathione metabolism,GSTT2B
Glutathione metabolism,GSTM1
Glutathione metabolism,GGT1
Glutathione metabolism,LANCL1
Glutathione metabolism,G6PD
Glutathione metabolism,GPX1
Glutathione metabolism,MGST1
Glutathione metabolism,GPX4
Glutathione metabolism,GSTA3
Glutathione metabolism,ODC1
Glutathione metabolism,GGT6
Glutathione metabolism,GCLC
Glutathione metabolism,GSTA2
Glutathione metabolism,GGT7
Glutathione metabolism,GSTM2
Glutathione metabolism,IDH1
Glutathione metabolism,GSTO1
Glutathione metabolism,GCLM
Glutathione metabolism,MGST2
Glutathione metabolism,PGD
Glutathione metabolism,HPGDS
Glutathione metabolism,MGST3
Glutathione metabolism,OPLAH
Glutathione metabolism,LAP3
Glutathione metabolism,GPX8
Glutathione metabolism,GSR
Glutathione metabolism,TXNDC12
Glutathione metabolism,ANPEP
Glutathione metabolism,PRDX6
Glutathione metabolism,GSTP1
Glutathione metabolism,GSTT1
Glutathione metabolism,GSTT2
Glutathione metabolism,GGCT
Glutathione metabolism,NAT8
Glutathione metabolism,GSTK1
Glutathione metabolism,CHAC1
Glutathione metabolism,GGT5
Glutathione metabolism,GPX3
Glutathione metabolism,GSS
Glutathione metabolism,GPX2
Glutathione metabolism,GSTA5
Starch and sucrose metabolism,HK1
Starch and sucrose metabolism,GCK
Starch and sucrose metabolism,HK3
Starch and sucrose metabolism,G6PC2
Starch and sucrose metabolism,PGM1
Starch and sucrose metabolism,PGM2L1
Starch and sucrose metabolism,MGAM
Starch and sucrose metabolism,AMY2B
Starch and sucrose metabolism,PYGB
Starch and sucrose metabolism,GBE1
Starch and sucrose metabolism,AGL
Starch and sucrose metabolism,AMY1B
Starch and sucrose metabolism,GAA
Starch and sucrose metabolism,PGM2
Starch and sucrose metabolism,GYS1
Starch and sucrose metabolism,GBA3
Starch and sucrose metabolism,UGP2
Starch and sucrose metabolism,G6PC3
Starch and sucrose metabolism,ENPP1
Starch and sucrose metabolism,G6PC1
Starch and sucrose metabolism,AMY1C
Starch and sucrose metabolism,GYG2
Starch and sucrose metabolism,MGAM2
Starch and sucrose metabolism,PYGL
Starch and sucrose metabolism,HK2
Starch and sucrose metabolism,GYG1
Starch and sucrose metabolism,GPI
Starch and sucrose metabolism,SI
Starch and sucrose metabolism,AMY2A
Starch and sucrose metabolism,GYS2
Starch and sucrose metabolism,ENPP3
Starch and sucrose metabolism,TREH
Starch and sucrose metabolism,GANC
Starch and sucrose metabolism,HKDC1
Starch and sucrose metabolism,AMY1A
Starch and sucrose metabolism,PYGM
N-Glycan biosynthesis,B4GALT1
N-Glycan biosynthesis,RPN2
N-Glycan biosynthesis,DOLPP1
N-Glycan biosynthesis,TUSC3
N-Glycan biosynthesis,ALG2
N-Glycan biosynthesis,MAN1C1
N-Glycan biosynthesis,ALG5
N-Glycan biosynthesis,DOLK
N-Glycan biosynthesis,MGAT3
N-Glycan biosynthesis,RPN1
N-Glycan biosynthesis,DAD1
N-Glycan biosynthesis,B4GALT2
N-Glycan biosynthesis,DPAGT1
N-Glycan biosynthesis,MGAT1
N-Glycan biosynthesis,MAN1A2
N-Glycan biosynthesis,DPM2
N-Glycan biosynthesis,ST6GAL2
N-Glycan biosynthesis,DDOST
N-Glycan biosynthesis,MGAT5
N-Glycan biosynthesis,SRD5A3
N-Glycan biosynthesis,ALG10
N-Glycan biosynthesis,B4GALT3
N-Glycan biosynthesis,MGAT4C
N-Glycan biosynthesis,MGAT5B
N-Glycan biosynthesis,ALG8
N-Glycan biosynthesis,MAN1B1
N-Glycan biosynthesis,MAN1A1
N-Glycan biosynthesis,ALG1
N-Glycan biosynthesis,MGAT4D
N-Glycan biosynthesis,FUT8
N-Glycan biosynthesis,ALG10B
N-Glycan biosynthesis,ALG3
N-Glycan biosynthesis,ALG11
N-Glycan biosynthesis,ALG12
N-Glycan biosynthesis,ALG6
N-Glycan biosynthesis,MOGS
N-Glycan biosynthesis,STT3B
N-Glycan biosynthesis,ALG9
N-Glycan biosynthesis,ST6GAL1
N-Glycan biosynthesis,MGAT4A
N-Glycan biosynthesis,ALG14
N-Glycan biosynthesis,MAN2A1
N-Glycan biosynthesis,MAN2A2
N-Glycan biosynthesis,DPM1
N-Glycan biosynthesis,MGAT4B
N-Glycan biosynthesis,GANAB
N-Glycan biosynthesis,DPM3
N-Glycan biosynthesis,STT3A
N-Glycan biosynthesis,MGAT2
N-Glycan biosynthesis,ALG13
Mucin type O-glycan biosynthesis,GALNT11
Mucin type O-glycan biosynthesis,ST6GALNAC2
Mucin type O-glycan biosynthesis,GCNT3
Mucin type O-glycan biosynthesis,GALNT3
Mucin type O-glycan biosynthesis,ST6GALNAC3
Mucin type O-glycan biosynthesis,GALNT8
Mucin type O-glycan biosynthesis,GALNT7
Mucin type O-glycan biosynthesis,ST6GALNAC1
Mucin type O-glycan biosynthesis,GALNT12
Mucin type O-glycan biosynthesis,GALNT14
Mucin type O-glycan biosynthesis,GALNT15
Mucin type O-glycan biosynthesis,GALNT17
Mucin type O-glycan biosynthesis,GALNT4
Mucin type O-glycan biosynthesis,B3GNT3
Mucin type O-glycan biosynthesis,GALNT5
Mucin type O-glycan biosynthesis,C1GALT1C1L
Mucin type O-glycan biosynthesis,GALNT1
Mucin type O-glycan biosynthesis,C1GALT1C1
Mucin type O-glycan biosynthesis,B3GNT6
Mucin type O-glycan biosynthesis,ST3GAL1
Mucin type O-glycan biosynthesis,GALNT2
Mucin type O-glycan biosynthesis,GALNT6
Mucin type O-glycan biosynthesis,GALNT16
Mucin type O-glycan biosynthesis,B4GALT5
Mucin type O-glycan biosynthesis,GALNTL6
Mucin type O-glycan biosynthesis,ST6GALNAC4
Mucin type O-glycan biosynthesis,GALNT18
Mucin type O-glycan biosynthesis,GALNT9
Mucin type O-glycan biosynthesis,GALNT13
Mucin type O-glycan biosynthesis,C1GALT1
Mucin type O-glycan biosynthesis,ST3GAL2
Mucin type O-glycan biosynthesis,GCNT4
